index_caracteristique_interieure;surface_carrez;type_local;nombre_ pieces_principales;index_adresse
30332;35.85;Appartement;2;30332
30333;94.1;Appartement;3;30333
30334;39.6;Appartement;3;30334
30335;212.54;Appartement;4;30335
30336;42.61;Appartement;2;30336
30337;77.58;Appartement;4;30337
30338;60.23;Appartement;3;30338
30339;70.32;Appartement;3;30339
30340;65.07;Appartement;3;30340
30341;31.32;Appartement;1;30341
30342;52.35;Appartement;3;30342
30343;33.77;Appartement;2;30343
30344;130.69;Appartement;5;30344
30345;92.48;Appartement;3;30345
30346;41.01;Appartement;1;30346
30347;23.53;Appartement;1;30347
30348;15.45;Appartement;1;30348
30349;50.52;Appartement;3;30349
30350;43.24;Appartement;2;30350
30351;11.76;Appartement;1;30351
30352;79.4;Appartement;4;30352
30353;41.98;Appartement;2;30353
30354;14.2;Appartement;1;30354
30355;44.25;Appartement;1;30355
30356;49.5;Appartement;3;30356
30357;0.5;Appartement;1;30357
30358;33.83;Appartement;2;30358
30359;32.02;Appartement;1;30359
30360;99.48;Appartement;4;30360
30361;50.43;Appartement;3;30361
30362;100.48;Appartement;3;30362
30363;49.19;Appartement;3;30363
30364;24.54;Appartement;1;30364
30365;30.59;Appartement;2;30365
30366;40.38;Appartement;3;30366
30367;64.1;Appartement;3;30367
30368;26.44;Appartement;2;30368
30369;45.8;Appartement;2;30369
30370;88.2;Appartement;4;30370
30371;76.06;Appartement;4;30371
30372;17.94;Appartement;1;30372
30373;71.44;Appartement;4;30373
30374;70.6;Appartement;4;30374
30375;13.85;Appartement;1;30375
30376;25.23;Appartement;2;30376
30377;40.8;Appartement;2;30377
30378;58.38;Appartement;3;30378
30379;60.22;Appartement;2;30379
30380;15.95;Appartement;2;30380
30381;33.41;Appartement;3;30381
30382;17.1;Appartement;1;30382
30383;39.47;Appartement;2;30383
30384;28.63;Appartement;2;30384
30385;47.06;Appartement;2;30385
30386;25.8;Appartement;1;30386
30387;26.71;Appartement;1;30387
30388;32.07;Appartement;2;30388
30389;32.32;Appartement;1;30389
30390;72.36;Appartement;3;30390
30391;25.14;Appartement;1;30391
30392;29.02;Appartement;1;30392
30393;40.95;Appartement;2;30393
30394;14.68;Appartement;1;30394
30395;151.34;Appartement;1;30395
30396;38.1;Appartement;1;30396
30397;73.48;Appartement;4;30397
30398;18.05;Appartement;1;30398
30399;42.54;Appartement;3;30399
30400;13.22;Appartement;1;30400
30401;68.24;Appartement;4;30401
30402;43.55;Appartement;2;30402
30403;49;Appartement;3;30403
30404;63.56;Appartement;4;30404
30405;43.65;Appartement;3;30405
30406;74.07;Appartement;3;30406
30407;23.47;Appartement;1;30407
30408;35.24;Appartement;1;30408
30409;38.72;Appartement;2;30409
30410;184.2;Appartement;7;30410
30411;25.03;Appartement;1;30411
30412;218.43;Appartement;7;30412
30413;11.43;Appartement;1;30413
30414;25;Appartement;1;30414
30415;63.12;Appartement;3;30415
30416;38.08;Appartement;2;30416
30417;66.35;Appartement;5;30417
30418;15.6;Appartement;1;30418
30419;74.68;Appartement;3;30419
30420;65.6;Appartement;3;30420
30421;52.15;Appartement;2;30421
30422;47.17;Appartement;3;30422
30423;45.56;Appartement;2;30423
30424;27.83;Appartement;1;30424
30425;25.02;Appartement;1;30425
30426;12.24;Appartement;1;30426
30427;64.56;Appartement;3;30427
30428;13.46;Appartement;1;30428
30429;100.63;Appartement;4;30429
30430;18.02;Appartement;2;30430
30431;57.2;Appartement;3;30431
30432;50.3;Appartement;3;30432
30433;146.66;Appartement;4;30433
30434;9.07;Appartement;2;30434
30435;160.08;Appartement;6;30435
30436;19.4;Appartement;1;30436
30437;65.72;Appartement;3;30437
30438;31.83;Appartement;1;30438
30439;31.61;Appartement;2;30439
30440;184.37;Appartement;4;30440
30441;122.24;Appartement;7;30441
30442;13.14;Appartement;1;30442
30443;67.64;Appartement;3;30443
30444;72.18;Appartement;3;30444
30445;93.1;Appartement;3;30445
30446;14.41;Appartement;1;30446
30447;63.6;Appartement;3;30447
30448;49.13;Appartement;3;30448
30449;43.69;Appartement;2;30449
30450;27.09;Appartement;2;30450
30451;24.15;Appartement;1;30451
30452;18.24;Appartement;1;30452
30453;63.02;Appartement;3;30453
30454;18.27;Appartement;1;30454
30455;57.97;Appartement;2;30455
30456;14.05;Appartement;1;30456
30457;68.84;Appartement;3;30457
30458;36.6;Appartement;2;30458
30459;35.16;Appartement;3;30459
30460;37.62;Appartement;2;30460
30461;49.68;Appartement;2;30461
30462;9.01;Appartement;1;30462
30463;57.42;Appartement;3;30463
30464;16.78;Appartement;1;30464
30465;78.92;Appartement;3;30465
30466;37.28;Appartement;4;30466
30467;13.49;Appartement;1;30467
30468;34.34;Appartement;3;30468
30469;37.59;Appartement;2;30469
30470;81.82;Appartement;3;30470
30471;19.03;Appartement;1;30471
30472;22.52;Appartement;2;30472
30473;46.21;Appartement;2;30473
30474;54.84;Appartement;2;30474
30475;24.68;Appartement;2;30475
30476;58.8;Appartement;2;30476
30477;37.36;Appartement;2;30477
30478;24.5;Appartement;3;30478
30479;46.23;Appartement;3;30479
30480;26.51;Appartement;2;30480
30481;25.71;Appartement;2;30481
30482;96.29;Appartement;4;30482
30483;56.8;Appartement;2;30483
30484;19.22;Appartement;1;30484
30485;17.37;Appartement;1;30485
30486;54.16;Appartement;3;30486
30487;45.53;Appartement;2;30487
30488;45.92;Appartement;3;30488
30489;49.66;Appartement;2;30489
30490;59.27;Appartement;3;30490
30491;62.7;Appartement;3;30491
30492;18.71;Appartement;1;30492
30493;96.86;Appartement;1;30493
30494;25.17;Appartement;1;30494
30495;72.95;Appartement;3;30495
30496;73.06;Appartement;2;30496
30497;23.25;Appartement;1;30497
30498;23.11;Appartement;1;30498
30499;7.64;Appartement;1;30499
30500;18.55;Appartement;1;30500
30501;69.65;Appartement;2;30501
30502;58.46;Appartement;2;30502
30503;117.08;Appartement;3;30503
30504;52.24;Appartement;3;30504
30505;87.44;Appartement;2;30505
30506;50.5;Appartement;2;30506
30507;5.72;Appartement;1;30507
30508;24.02;Appartement;1;30508
30509;10.16;Appartement;1;30509
30510;114.26;Appartement;5;30510
30511;35.09;Appartement;1;30511
30512;20.11;Appartement;2;30512
30513;40.86;Appartement;2;30513
30514;32.04;Appartement;1;30514
30515;19.95;Appartement;1;30515
30516;94.25;Appartement;4;30516
30517;36.05;Appartement;2;30517
30518;16.26;Appartement;1;30518
30519;31.07;Appartement;2;30519
30520;18.71;Appartement;2;30520
30521;30.75;Appartement;2;30521
30522;28.78;Appartement;2;30522
30523;64.97;Appartement;3;30523
30524;36.1;Appartement;2;30524
30525;53.93;Appartement;3;30525
30526;100.79;Appartement;3;30526
30527;28.56;Appartement;2;30527
30528;28.92;Appartement;1;30528
30529;32.75;Appartement;2;30529
30530;63.02;Appartement;3;30530
30531;11.48;Appartement;1;30531
30532;10.97;Appartement;1;30532
30533;30.41;Appartement;2;30533
30534;18.42;Appartement;1;30534
30535;36.3;Appartement;2;30535
30536;57.29;Appartement;3;30536
30537;25.47;Appartement;1;30537
30538;33.05;Appartement;2;30538
30539;50.52;Appartement;2;30539
30540;136.05;Appartement;5;30540
30541;41.68;Appartement;1;30541
30542;22.83;Appartement;1;30542
30543;34.88;Appartement;1;30543
30544;62.29;Appartement;3;30544
30545;11.67;Appartement;3;30545
30546;68.1;Appartement;3;30546
30547;15.71;Appartement;1;30547
30548;80.2;Appartement;3;30548
30549;112.55;Appartement;4;30549
30550;104.14;Appartement;4;30550
30551;14.85;Appartement;1;30551
30552;80.33;Appartement;2;30552
30553;37.66;Appartement;3;30553
30554;37.76;Appartement;1;30554
30555;63.99;Appartement;4;30555
30556;4.34;Appartement;1;30556
30557;18.51;Appartement;1;30557
30558;37.8;Appartement;2;30558
30559;69.55;Appartement;3;30559
30560;10.52;Appartement;1;30560
30561;11.54;Appartement;1;30561
30562;74.94;Appartement;3;30562
30563;47.16;Appartement;1;30563
30564;20.12;Appartement;3;30564
30565;28.44;Appartement;2;30565
30566;41.58;Appartement;2;30566
30567;56.31;Appartement;3;30567
30568;13.18;Appartement;1;30568
30569;32.01;Appartement;1;30569
30570;31.22;Appartement;2;30570
30571;44.89;Appartement;3;30571
30572;121.23;Appartement;5;30572
30573;20.01;Appartement;1;30573
30574;93.76;Appartement;4;30574
30575;15.51;Appartement;1;30575
30576;18.21;Appartement;1;30576
30577;130.65;Appartement;5;30577
30578;26.98;Appartement;2;30578
30579;50.67;Appartement;3;30579
30580;48.65;Appartement;2;30580
30581;66.09;Appartement;2;30581
30582;58.45;Appartement;3;30582
30583;18;Appartement;2;30583
30584;51.44;Appartement;3;30584
30585;31.48;Appartement;2;30585
30586;53.8;Appartement;3;30586
30587;20.52;Appartement;2;30587
30588;17.09;Appartement;1;30588
30589;62.72;Appartement;3;30589
30590;44.95;Appartement;2;30590
30591;27.37;Appartement;2;30591
30592;31.12;Appartement;2;30592
30593;42.41;Appartement;2;30593
30594;24.93;Appartement;1;30594
30595;33.68;Appartement;2;30595
30596;26.47;Appartement;2;30596
30597;64.38;Appartement;3;30597
30598;69.34;Appartement;4;30598
30599;65.62;Appartement;4;30599
30600;16.58;Appartement;1;30600
30601;43.32;Appartement;3;30601
30602;23.35;Appartement;2;30602
30603;29.74;Appartement;1;30603
30604;61.13;Appartement;3;30604
30605;84.12;Appartement;4;30605
30606;76.42;Appartement;3;30606
30607;29.45;Appartement;1;30607
30608;98;Appartement;4;30608
30609;28.39;Appartement;2;30609
30610;40.05;Appartement;2;30610
30611;49.84;Appartement;4;30611
30612;41.34;Appartement;3;30612
30613;17.94;Appartement;2;30613
30614;10.06;Appartement;1;30614
30615;68.19;Appartement;3;30615
30616;9.84;Appartement;1;30616
30617;52.2;Appartement;3;30617
30618;120.28;Appartement;4;30618
30619;37.17;Appartement;2;30619
30620;58.76;Appartement;1;30620
30621;27.3;Appartement;1;30621
30622;46.1;Appartement;3;30622
30623;39.4;Appartement;2;30623
30624;16.15;Appartement;1;30624
30625;19.89;Appartement;1;30625
30626;45.1;Appartement;2;30626
30627;16.08;Appartement;1;30627
30628;47.13;Appartement;2;30628
30629;23.87;Appartement;1;30629
30630;100;Appartement;3;30630
30631;23.1;Appartement;2;30631
30632;10.05;Appartement;1;30632
30633;58.82;Appartement;2;30633
30634;48.6;Appartement;2;30634
30635;34.27;Appartement;2;30635
30636;51.04;Appartement;3;30636
30637;12.8;Appartement;1;30637
30638;26.01;Appartement;2;30638
30639;33.06;Appartement;1;30639
30640;20.58;Appartement;1;30640
30641;75.11;Appartement;3;30641
30642;30.09;Appartement;1;30642
30643;34.54;Appartement;2;30643
30644;7.17;Appartement;1;30644
30645;26.28;Appartement;1;30645
30646;27.18;Appartement;1;30646
30647;11.85;Appartement;1;30647
30648;40.48;Appartement;2;30648
30649;37.02;Appartement;3;30649
30650;13.06;Appartement;1;30650
30651;24.13;Appartement;1;30651
30652;52.35;Appartement;2;30652
30653;30.34;Appartement;2;30653
30654;31.95;Appartement;1;30654
30655;20.68;Appartement;2;30655
30656;73.35;Appartement;3;30656
30657;13.08;Appartement;1;30657
30658;48.11;Appartement;2;30658
30659;38.03;Appartement;2;30659
30660;57;Appartement;3;30660
30661;27.71;Appartement;2;30661
30662;75.05;Appartement;3;30662
30663;15.13;Appartement;1;30663
30664;70.76;Appartement;3;30664
30665;7.29;Appartement;1;30665
30666;38.4;Appartement;3;30666
30667;25.91;Appartement;1;30667
30668;10.44;Appartement;1;30668
30669;61.76;Appartement;3;30669
30670;34.72;Appartement;2;30670
30671;32.64;Appartement;2;30671
30672;37.03;Appartement;3;30672
30673;27.3;Appartement;1;30673
30674;41.36;Appartement;2;30674
30675;13.85;Appartement;1;30675
30676;53.52;Appartement;2;30676
30677;30.71;Appartement;1;30677
30678;23.53;Appartement;1;30678
30679;91.2;Appartement;4;30679
30680;52.55;Appartement;3;30680
30681;17.12;Appartement;1;30681
30682;35.5;Appartement;2;30682
30683;35.04;Appartement;1;30683
30684;39.45;Appartement;2;30684
30685;43.27;Appartement;2;30685
30686;26.48;Appartement;2;30686
30687;26.39;Appartement;2;30687
30688;43.85;Appartement;3;30688
30689;33.65;Appartement;2;30689
30690;42.12;Appartement;3;30690
30691;49.02;Appartement;2;30691
30692;173.01;Appartement;1;30692
30693;51.16;Appartement;3;30693
30694;26.03;Appartement;1;30694
30695;27.11;Appartement;3;30695
30696;43.83;Appartement;3;30696
30697;145.52;Appartement;6;30697
30698;16.97;Appartement;1;30698
30699;26.5;Appartement;1;30699
30700;40.42;Appartement;2;30700
30701;64.68;Appartement;3;30701
30702;34.55;Appartement;2;30702
30703;43.19;Appartement;2;30703
30704;21.04;Appartement;2;30704
30705;50.92;Appartement;2;30705
30706;75.62;Appartement;4;30706
30707;57.15;Appartement;4;30707
30708;53.48;Appartement;3;30708
30709;12.09;Appartement;1;30709
30710;47.4;Appartement;3;30710
30711;25.58;Appartement;2;30711
30712;14.37;Appartement;1;30712
30713;36.44;Appartement;2;30713
30714;20.4;Appartement;2;30714
30715;73.64;Appartement;3;30715
30716;60.68;Appartement;3;30716
30717;27.35;Appartement;1;30717
30718;27.65;Appartement;2;30718
30719;21.6;Appartement;1;30719
30720;77.82;Appartement;4;30720
30721;67.12;Appartement;3;30721
30722;20.62;Appartement;1;30722
30723;27.54;Appartement;1;30723
30724;33.09;Appartement;1;30724
30725;42.09;Appartement;2;30725
30726;41.58;Appartement;3;30726
30727;18.26;Appartement;1;30727
30728;50.2;Appartement;2;30728
30729;34.25;Appartement;2;30729
30730;75.62;Appartement;3;30730
30731;181.01;Appartement;4;30731
30732;66.35;Appartement;3;30732
30733;86.15;Appartement;4;30733
30734;47.5;Appartement;3;30734
30735;69.87;Appartement;4;30735
30736;68.61;Appartement;3;30736
30737;32.96;Appartement;2;30737
30738;89.76;Appartement;3;30738
30739;50.92;Appartement;2;30739
30740;16.02;Appartement;1;30740
30741;26.07;Appartement;2;30741
30742;93.11;Appartement;4;30742
30743;24.65;Appartement;2;30743
30744;45.25;Appartement;2;30744
30745;21.56;Appartement;1;30745
30746;25.3;Appartement;2;30746
30747;50.46;Appartement;3;30747
30748;49.59;Appartement;2;30748
30749;61.4;Appartement;4;30749
30750;17.84;Appartement;3;30750
30751;9.44;Appartement;1;30751
30752;36.47;Appartement;2;30752
30753;157.57;Appartement;4;30753
30754;18.19;Appartement;1;30754
30755;38.46;Appartement;2;30755
30756;68.79;Appartement;3;30756
30757;11.09;Appartement;1;30757
30758;72.63;Appartement;3;30758
30759;32.47;Appartement;2;30759
30760;70.27;Appartement;3;30760
30761;48.4;Appartement;2;30761
30762;38.89;Appartement;2;30762
30763;25.88;Appartement;2;30763
30764;18.9;Appartement;1;30764
30765;11.09;Appartement;1;30765
30766;79.55;Appartement;3;30766
30767;75.18;Appartement;3;30767
30768;24;Appartement;2;30768
30769;34.71;Appartement;2;30769
30770;23.1;Appartement;2;30770
30771;10.32;Appartement;1;30771
30772;35.4;Appartement;2;30772
30773;100;Appartement;1;30773
30774;12.65;Appartement;1;30774
30775;11.41;Appartement;1;30775
30776;21.75;Appartement;1;30776
30777;26.5;Appartement;2;30777
30778;38.83;Appartement;3;30778
30779;40.02;Appartement;2;30779
30780;41.81;Appartement;2;30780
30781;73.86;Appartement;1;30781
30782;16.74;Appartement;1;30782
30783;52.86;Appartement;3;30783
30784;6.32;Appartement;1;30784
30785;43.77;Appartement;2;30785
30786;31.51;Appartement;2;30786
30787;33.06;Appartement;2;30787
30788;43.54;Appartement;2;30788
30789;14.77;Appartement;1;30789
30790;28.17;Appartement;2;30790
30791;17.51;Appartement;1;30791
30792;65.09;Appartement;2;30792
30793;39.02;Appartement;1;30793
30794;30.58;Appartement;2;30794
30795;88.49;Appartement;3;30795
30796;66.01;Appartement;3;30796
30797;46.07;Appartement;3;30797
30798;67.29;Appartement;3;30798
30799;56.15;Appartement;2;30799
30800;23.83;Appartement;1;30800
30801;70.05;Appartement;3;30801
30802;38.65;Appartement;1;30802
30803;41.67;Appartement;2;30803
30804;17.38;Appartement;1;30804
30805;10.15;Appartement;1;30805
30806;57.03;Appartement;3;30806
30807;9.56;Appartement;1;30807
30808;48.86;Appartement;2;30808
30809;219.57;Appartement;6;30809
30810;51.37;Appartement;1;30810
30811;29.63;Appartement;1;30811
30812;25.07;Appartement;1;30812
30813;13.96;Appartement;1;30813
30814;25.5;Appartement;1;30814
30815;66.82;Appartement;4;30815
30816;17.06;Appartement;1;30816
30817;108.55;Appartement;4;30817
30818;35.32;Appartement;2;30818
30819;87.04;Appartement;4;30819
30820;17.42;Appartement;1;30820
30821;104.67;Appartement;4;30821
30822;58.56;Appartement;3;30822
30823;23.15;Appartement;2;30823
30824;52.12;Appartement;3;30824
30825;72.45;Appartement;3;30825
30826;34.93;Appartement;3;30826
30827;3.85;Appartement;1;30827
30828;95.02;Appartement;4;30828
30829;60.39;Appartement;3;30829
30830;67.15;Appartement;2;30830
30831;50.58;Appartement;3;30831
30832;83.51;Appartement;4;30832
30833;6.47;Appartement;1;30833
30834;62.61;Appartement;3;30834
30835;22.01;Appartement;2;30835
30836;13.06;Appartement;1;30836
30837;104.04;Appartement;5;30837
30838;56.06;Appartement;2;30838
30839;17.34;Appartement;1;30839
30840;36.09;Appartement;2;30840
30841;36.03;Appartement;2;30841
30842;71.76;Appartement;4;30842
30843;44.96;Appartement;2;30843
30844;133.1;Appartement;5;30844
30845;88.17;Appartement;4;30845
30846;40.53;Appartement;2;30846
30847;30.38;Appartement;1;30847
30848;56.14;Appartement;3;30848
30849;22.03;Appartement;2;30849
30850;95.2;Appartement;4;30850
30851;34.61;Appartement;1;30851
30852;64.05;Appartement;3;30852
30853;9.36;Appartement;1;30853
30854;16.58;Appartement;1;30854
30855;29.72;Appartement;2;30855
30856;53.77;Appartement;3;30856
30857;28.91;Appartement;2;30857
30858;34.05;Appartement;2;30858
30859;55.04;Appartement;2;30859
30860;13.53;Appartement;1;30860
30861;65.02;Appartement;2;30861
30862;65.02;Appartement;2;30862
30863;76.72;Appartement;3;30863
30864;23.57;Appartement;1;30864
30865;82.23;Appartement;3;30865
30866;49.81;Appartement;2;30866
30867;41.84;Appartement;2;30867
30868;30.28;Appartement;2;30868
30869;41.71;Appartement;2;30869
30870;17.46;Appartement;1;30870
30871;15.13;Appartement;1;30871
30872;38.16;Appartement;2;30872
30873;51.24;Appartement;3;30873
30874;8.5;Appartement;1;30874
30875;35.31;Appartement;2;30875
30876;53.4;Appartement;3;30876
30877;34.36;Appartement;2;30877
30878;32.15;Appartement;2;30878
30879;118.16;Appartement;5;30879
30880;9.44;Appartement;1;30880
30881;70.72;Appartement;1;30881
30882;17.91;Appartement;1;30882
30883;75.28;Appartement;4;30883
30884;8.21;Appartement;1;30884
30885;42.08;Appartement;2;30885
30886;56.53;Appartement;3;30886
30887;35.82;Appartement;1;30887
30888;30.85;Appartement;2;30888
30889;32.41;Appartement;2;30889
30890;27.8;Appartement;2;30890
30891;37.15;Appartement;2;30891
30892;27.28;Appartement;2;30892
30893;45.92;Appartement;2;30893
30894;78.56;Appartement;4;30894
30895;14.87;Appartement;1;30895
30896;16.47;Appartement;1;30896
30897;36.05;Appartement;2;30897
30898;29.3;Appartement;1;30898
30899;15.31;Appartement;1;30899
30900;98.38;Appartement;3;30900
30901;15.55;Appartement;1;30901
30902;45.1;Appartement;2;30902
30903;37.06;Appartement;2;30903
30904;23.93;Appartement;2;30904
30905;24.43;Appartement;2;30905
30906;30.97;Appartement;2;30906
30907;16.34;Appartement;1;30907
30908;45.88;Appartement;2;30908
30909;79.02;Appartement;3;30909
30910;25.55;Appartement;2;30910
30911;20.4;Appartement;1;30911
30912;52.08;Appartement;2;30912
30913;9.27;Appartement;1;30913
30914;59.6;Appartement;3;30914
30915;45.9;Appartement;2;30915
30916;23.8;Appartement;2;30916
30917;68.4;Appartement;2;30917
30918;55.4;Appartement;3;30918
30919;52.78;Appartement;2;30919
30920;38.01;Appartement;2;30920
30921;8.62;Appartement;1;30921
30922;68.9;Appartement;3;30922
30923;21.47;Appartement;1;30923
30924;21.07;Appartement;1;30924
30925;81.74;Appartement;2;30925
30926;22.55;Appartement;2;30926
30927;58.11;Appartement;2;30927
30928;27.63;Appartement;1;30928
30929;38.08;Appartement;1;30929
30930;40.3;Appartement;1;30930
30931;8.1;Appartement;2;30931
30932;51.3;Appartement;3;30932
30933;45.42;Appartement;3;30933
30934;31.17;Appartement;2;30934
30935;69.52;Appartement;3;30935
30936;57.77;Appartement;2;30936
30937;25.52;Appartement;2;30937
30938;108.28;Appartement;4;30938
30939;33.14;Appartement;2;30939
30940;33.34;Appartement;1;30940
30941;49.78;Appartement;2;30941
30942;40.1;Appartement;2;30942
30943;21.82;Appartement;1;30943
30944;38.24;Appartement;1;30944
30945;85.03;Appartement;4;30945
30946;33;Appartement;2;30946
30947;33.55;Appartement;2;30947
30948;79.1;Appartement;4;30948
30949;39.73;Appartement;2;30949
30950;84.7;Appartement;3;30950
30951;74.83;Appartement;3;30951
30952;55.19;Appartement;3;30952
30953;34.33;Appartement;1;30953
30954;44.21;Appartement;2;30954
30955;15.03;Appartement;1;30955
30956;81.43;Appartement;4;30956
30957;7.16;Appartement;1;30957
30958;42.79;Appartement;2;30958
30959;56.15;Appartement;3;30959
30960;28.61;Appartement;2;30960
30961;34.76;Appartement;2;30961
30962;43.38;Appartement;3;30962
30963;34.59;Appartement;2;30963
30964;18.81;Appartement;1;30964
30965;63.07;Appartement;3;30965
30966;46.06;Appartement;3;30966
30967;103.08;Appartement;4;30967
30968;60.03;Appartement;2;30968
30969;69.03;Appartement;3;30969
30970;33.55;Appartement;2;30970
30971;57.23;Appartement;3;30971
30972;53.15;Appartement;2;30972
30973;61.9;Appartement;3;30973
30974;17.44;Appartement;1;30974
30975;82.05;Appartement;3;30975
30976;10.75;Appartement;0;30976
30977;41.03;Appartement;1;30977
30978;39.47;Appartement;2;30978
30979;80.55;Appartement;4;30979
30980;27.35;Appartement;1;30980
30981;44.89;Appartement;3;30981
30982;20.18;Appartement;1;30982
30983;21.11;Appartement;2;30983
30984;88.91;Appartement;4;30984
30985;36.37;Appartement;2;30985
30986;37.67;Appartement;1;30986
30987;15.01;Appartement;1;30987
30988;62;Appartement;3;30988
30989;30.06;Appartement;1;30989
30990;7.28;Appartement;1;30990
30991;53.46;Appartement;3;30991
30992;15.61;Appartement;1;30992
30993;19.88;Appartement;1;30993
30994;32.66;Appartement;2;30994
30995;40.6;Appartement;2;30995
30996;29.42;Appartement;2;30996
30997;27.66;Appartement;2;30997
30998;21.06;Appartement;1;30998
30999;31.41;Appartement;2;30999
31000;31.65;Appartement;1;31000
31001;29.32;Appartement;1;31001
31002;23.23;Appartement;2;31002
31003;44.74;Appartement;2;31003
31004;23.89;Appartement;1;31004
31005;26.01;Appartement;2;31005
31006;32.74;Appartement;2;31006
31007;41.59;Appartement;3;31007
31008;21.98;Appartement;1;31008
31009;38.02;Appartement;1;31009
31010;41.05;Appartement;1;31010
31011;32.04;Appartement;2;31011
31012;33.52;Appartement;1;31012
31013;72.91;Appartement;4;31013
31014;38.63;Appartement;2;31014
31015;41.83;Appartement;3;31015
31016;102.75;Appartement;3;31016
31017;26.24;Appartement;1;31017
31018;54.63;Appartement;2;31018
31019;48.18;Appartement;2;31019
31020;34.26;Appartement;2;31020
31021;19.46;Appartement;1;31021
31022;73.23;Appartement;3;31022
31023;37.47;Appartement;2;31023
31024;125.42;Appartement;3;31024
31025;92.72;Appartement;4;31025
31026;19.04;Appartement;1;31026
31027;27.91;Appartement;2;31027
31028;51.04;Appartement;3;31028
31029;45.14;Appartement;2;31029
31030;60.83;Appartement;3;31030
31031;25.64;Appartement;2;31031
31032;97.6;Appartement;5;31032
31033;12.21;Appartement;1;31033
31034;22.6;Appartement;1;31034
31035;54.02;Appartement;1;31035
31036;61.67;Appartement;2;31036
31037;57.1;Appartement;2;31037
31038;31.25;Appartement;2;31038
31039;26.2;Appartement;2;31039
31040;12.85;Appartement;1;31040
31041;34.75;Appartement;1;31041
31042;7.6;Appartement;2;31042
31043;24.94;Appartement;2;31043
31044;18.26;Appartement;1;31044
31045;53.21;Appartement;3;31045
31046;44.06;Appartement;2;31046
31047;44.56;Appartement;2;31047
31048;35.12;Appartement;2;31048
31049;88.2;Appartement;4;31049
31050;33.85;Appartement;2;31050
31051;57.45;Appartement;2;31051
31052;20.16;Appartement;1;31052
31053;83.88;Appartement;4;31053
31054;101.09;Appartement;5;31054
31055;15.75;Appartement;1;31055
31056;49.9;Appartement;2;31056
31057;70.83;Appartement;3;31057
31058;70.21;Appartement;3;31058
31059;95.38;Appartement;4;31059
31060;35.78;Appartement;2;31060
31061;14.83;Appartement;1;31061
31062;61.08;Appartement;3;31062
31063;14.71;Appartement;1;31063
31064;27.8;Appartement;2;31064
31065;56.11;Appartement;3;31065
31066;11.82;Appartement;1;31066
31067;11.99;Appartement;1;31067
31068;39.69;Appartement;2;31068
31069;82.17;Appartement;4;31069
31070;34.17;Appartement;2;31070
31071;33.05;Appartement;2;31071
31072;26.53;Appartement;2;31072
31073;37.85;Appartement;2;31073
31074;12.06;Appartement;1;31074
31075;55.44;Appartement;3;31075
31076;27.6;Appartement;2;31076
31077;30.7;Appartement;2;31077
31078;44.58;Appartement;3;31078
31079;71.95;Appartement;3;31079
31080;106.09;Appartement;4;31080
31081;47.83;Appartement;3;31081
31082;52.09;Appartement;2;31082
31083;53.1;Appartement;2;31083
31084;27.02;Appartement;2;31084
31085;27.15;Appartement;2;31085
31086;18.57;Appartement;1;31086
31087;15.36;Appartement;1;31087
31088;30.42;Appartement;1;31088
31089;11.95;Appartement;1;31089
31090;56.02;Appartement;2;31090
31091;56.5;Appartement;3;31091
31092;62.54;Appartement;3;31092
31093;51.25;Appartement;2;31093
31094;50.89;Appartement;2;31094
31095;24.4;Appartement;2;31095
31096;38.77;Appartement;3;31096
31097;29.2;Appartement;1;31097
31098;28.4;Appartement;2;31098
31099;28.5;Appartement;1;31099
31100;53.31;Appartement;3;31100
31101;40.47;Appartement;3;31101
31102;26.57;Appartement;2;31102
31103;18.58;Appartement;1;31103
31104;25.48;Appartement;2;31104
31105;37.71;Appartement;1;31105
31106;13.09;Appartement;2;31106
31107;36.07;Appartement;2;31107
31108;36.11;Appartement;2;31108
31109;38.02;Appartement;2;31109
31110;53.4;Appartement;3;31110
31111;20.44;Appartement;1;31111
31112;51.02;Appartement;2;31112
31113;29.47;Appartement;2;31113
31114;21.04;Appartement;2;31114
31115;43.73;Appartement;3;31115
31116;69;Appartement;2;31116
31117;20.72;Appartement;1;31117
31118;62.76;Appartement;3;31118
31119;49.03;Appartement;3;31119
31120;42.77;Appartement;3;31120
31121;26.05;Appartement;1;31121
31122;59.73;Appartement;3;31122
31123;83.5;Appartement;4;31123
31124;65.96;Appartement;3;31124
31125;20;Appartement;1;31125
31126;31.47;Appartement;1;31126
31127;31.58;Appartement;3;31127
31128;41.11;Appartement;3;31128
31129;59.86;Appartement;3;31129
31130;15.34;Appartement;1;31130
31131;37.68;Appartement;2;31131
31132;32.36;Appartement;2;31132
31133;81.5;Appartement;4;31133
31134;34.02;Appartement;2;31134
31135;54.81;Appartement;3;31135
31136;37.8;Appartement;2;31136
31137;25.45;Appartement;1;31137
31138;54.66;Appartement;3;31138
31139;86.17;Appartement;5;31139
31140;82.7;Appartement;4;31140
31141;45.02;Appartement;2;31141
31142;19.01;Appartement;1;31142
31143;34.04;Appartement;2;31143
31144;18.91;Appartement;2;31144
31145;12.26;Appartement;1;31145
31146;51.69;Appartement;2;31146
31147;47.53;Appartement;2;31147
31148;45.85;Appartement;2;31148
31149;31.14;Appartement;1;31149
31150;56.08;Appartement;3;31150
31151;25.07;Appartement;1;31151
31152;11.75;Appartement;1;31152
31153;102.87;Appartement;5;31153
