index_adresse;numero_voie;complement_numero_voie;type_de_voie;nom_voie;code_postal;commune
407;7199;;;LE SEIGNUS BAS;4 260 ;ALLOS
408;7;;PL;GENERAL DE GAULLE;4 000 ;DIGNE-LES-BAINS
409;7464;;;STATION DU GRAND PUY;4 140 ;SEYNE
410;8;;CHE;DES PASQUIERS;4 400 ;BARCELONNETTE
411;5249;;PL;DU FOUR;4 230 ;SAINT-ETIENNE-LES-ORGUES
412;5031;;;LE VILLAGE;4 120 ;DEMANDOLX
413;5169;;;LE VILLAGE;4 330 ;BARREME
414;30;;BD;CHARLES DE GAULLE;4 100 ;MANOSQUE
415;;;RES;LA TOVIERE;4 400 ;UVERNET-FOURS
416;7076;;RES;LES MELEZES ROI SOLEIL;4 400 ;ENCHASTRAYES
417;7076;;RES;LES MELEZES ROI SOLEIL;4 400 ;ENCHASTRAYES
418;7076;;RES;LES MELEZES ROI SOLEIL;4 400 ;ENCHASTRAYES
419;7112;;;LES AUCHES;4 260 ;ALLOS
420;3;;RUE;TRAVERSIERE;4 400 ;BARCELONNETTE
421;9001;;;LA LUQUECE;4 100 ;MANOSQUE
422;70;;AV;JEAN GIONO;4 100 ;MANOSQUE
423;7199;;;LE SEIGNUS BAS;4 260 ;ALLOS
424;35;;RUE;DU MITAN;4 120 ;CASTELLANE
425;5135;;RUE;DE COCODY;4 850 ;JAUSIERS
426;;;RES;LA SAPINIERE;4 400 ;UVERNET-FOURS
427;7037;;;LES PLAINES;4 800 ;GREOUX-LES-BAINS
428;;;RES;LA ROCHAILLE;4 400 ;UVERNET-FOURS
429;28;;;LE PONT;4 800 ;SAINT-MARTIN-DE-BROMES
430;8;;CRS;DU TRIBUNAL;4 000 ;DIGNE-LES-BAINS
431;103;;BD;GASSENDI;4 000 ;DIGNE-LES-BAINS
432;53;;BD;ELEMIR BOURGES;4 100 ;MANOSQUE
433;7073;;;PONT DE LABRAU;4 260 ;ALLOS
434;3;;CHE;DE VILLEVIEILLE;4 400 ;BARCELONNETTE
435;7052;;;LES AUCHES;4 260 ;ALLOS
436;6103;;;LES CHABRANDS;4 210 ;VALENSOLE
437;7245;;;LE CLOS DE L EDEN;4 800 ;GREOUX-LES-BAINS
438;5028;;CHE;DE STE ANNETTE;4 800 ;GREOUX-LES-BAINS
439;22;;CHE;DU GALOUBET;4 700 ;ORAISON
440;7149;;RUE;DES EAUX CHAUDES;4 800 ;GREOUX-LES-BAINS
441;7321;;;LE SEIGNUS BAS;4 260 ;ALLOS
442;9005;;AV;DES SAVELS;4 100 ;MANOSQUE
443;5525;;RUE;GRANDE;4 140 ;SEYNE
444;13;;MTE;SAINT CHARLES;4 000 ;DIGNE-LES-BAINS
445;44;;;LE PONT;4 800 ;SAINT-MARTIN-DE-BROMES
446;36;;RUE;DE L HUBAC;4 000 ;DIGNE-LES-BAINS
447;16;;LOT;LES LOUVES;4 180 ;VILLENEUVE
448;5041;B;;LES PLAINES;4 800 ;GREOUX-LES-BAINS
449;;;RES;LE MONOIKOS;4 400 ;UVERNET-FOURS
450;4;;LOT;LES BALCONS DU SOLEIL;4 100 ;MANOSQUE
451;;;RES;LE MONOIKOS;4 400 ;UVERNET-FOURS
452;5029;;RUE;DE LA GRANDE FONTAINE;4 160 ;L ESCALE
453;9018;;AV;JEAN JAURES;4 200 ;SISTERON
454;6374;;;RAVEL;5 300 ;LARAGNE-MONTEGLIN
455;5403;;;PEYRE CHOUSSOUS;5 260 ;SAINT-MICHEL-DE-CHAILLOL
456;5141;;;BARBA;5 230 ;MONTGARDIN
457;5360;;ESP;DESPIERRE;5 560 ;VARS
458;2;;PROM;DE L ARCHEVECHE;5 200 ;EMBRUN
459;5132;;;PIED DE CHANCHORE;5 200 ;SAINT-SAUVEUR
460;5258;;ALL;MARTIAL LUCIEN;5 560 ;VARS
461;9218;;;SERRE PAIX;5 100 ;BRIANCON
462;5318;;;MERLETTE;5 170 ;ORCIERES
463;5246;;ALL;AICARDI HUBERT;5 560 ;VARS
464;5498;;IMP;TETE D'AMONT;5 340 ;VALLOUISE-PELVOUX
465;5721;;AV;CHARLES DE GAULLE;5 120 ;L'ARGENTIERE-LA-BESSEE
466;6374;;;RAVEL;5 300 ;LARAGNE-MONTEGLIN
467;38;;RUE;FRANCOIS CHABAS;5 100 ;BRIANCON
468;9;;AV;MAURICE PETSCHE;5 100 ;BRIANCON
469;25;;RUE;PASTEUR;5 100 ;BRIANCON
470;6;;RUE;DES REMPARTS;5 000 ;GAP
471;5255;;;LA JOUE DU LOUP;5 250 ;LE DEVOLUY
472;5001;A;;LA CHAPELLE;5 800 ;LA CHAPELLE-EN-VALGAUDEMAR
473;11;B;RUE;PASTEUR;5 100 ;BRIANCON
474;5183;;;L ADROIT D'ABRIES;5 460 ;ABRIES-RISTOLAS
475;36;;AV;CDT DUMONT;5 000 ;GAP
476;5449;;RES;LES AGNEAUX;5 240 ;LA SALLE
477;6;;AV;DES MARTYRS;5 400 ;VEYNES
478;21;;GR;GRANDE RUE;5 100 ;BRIANCON
479;9000;;RUE;COTE GELEE;5 260 ;ANCELLE
480;7;;AV;ADRIEN DAURELLE;5 100 ;BRIANCON
481;5359;;;MERLETTE;5 170 ;ORCIERES
482;5243;;;LE LACAS;5 200 ;LES ORRES
483;9;;RUE;VARANFRAIN;5 700 ;SERRES
484;5287;;;LES CHALPS;5 600 ;RISOUL
485;8;;AV;GEN DE GAULLE;5 100 ;BRIANCON
486;6459;;;LES BERNARDS;5 230 ;CHORGES
487;5290;;;CLOT DES LEOTHAUDS;5 290 ;PUY SAINT VINCENT
488;4;;CRS;VICTOR HUGO;5 000 ;GAP
489;17;;RUE;ST JULIEN;5 500 ;SAINT-BONNET-EN-CHAMPSAUR
490;16;;PL;BARTHELON;5 200 ;EMBRUN
491;2;;RUE;JEAN EYMAR;5 000 ;GAP
492;5316;;;ENTRE LA VIA;5 100 ;NEVACHE
493;5732;;;LES ILES;5 240 ;LA SALLE
494;5162;;RES;LES ISSARTS;5 250 ;LE DEVOLUY
495;2;;RUE;PASTEUR;5 100 ;BRIANCON
496;44;;RTE;DE GRAFFINEL;5 000 ;GAP
497;5359;;;MERLETTE;5 170 ;ORCIERES
498;5381;;;MERLETTE;5 170 ;ORCIERES
499;5809;;;LE ROCHAS;5 220 ;LE MONETIER-LES-BAINS
500;5141;;;LE BOIS D AUROUZE;5 250 ;LE DEVOLUY
501;44;;RUE;DE LA TOUR;5 230 ;LA BATIE NEUVE
502;5398;;;SUPER DEVOLUY;5 250 ;LE DEVOLUY
503;5316;;;MERLETTE;5 170 ;ORCIERES
504;30;B;RUE;DE VALSERRES;5 000 ;GAP
505;5095;;;LA GRANDE SAGNE;5 250 ;LE DEVOLUY
506;33;;RUE;JEAN JAURES;5 400 ;VEYNES
507;5216;;;FONTAINEBLEAU;5 700 ;SERRES
508;5398;;;SUPER DEVOLUY;5 250 ;LE DEVOLUY
509;5041;;PL;GEN ALBERT;5 600 ;GUILLESTRE
510;5336;;;MERLETTE;5 170 ;ORCIERES
511;5293;;;LA TARTARASSE;5 290 ;PUY SAINT VINCENT
512;5830;;;BOIS DE LA BLACHE;5 230 ;CHORGES
513;5000;;;LA JOUE DU LOUP;5 250 ;LE DEVOLUY
514;5277;;;PRE LALLEGRE;5 200 ;LES ORRES
515;5141;;;LE BOIS D AUROUZE;5 250 ;LE DEVOLUY
516;9001;B;RUE;DES MARRONNIERS;5 000 ;GAP
517;9007;;RUE;DES EYGUIERES;5 230 ;CHORGES
518;9006;;IMP;PRE LAGRANGE;5 500 ;SAINT-BONNET-EN-CHAMPSAUR
519;5496;;;LES EYSSARDS DE PELVOUX;5 340 ;VALLOUISE-PELVOUX
520;5212;;;SAINT FERREOL;5 160 ;SAVINES-LE-LAC
521;5100;A;;LE CHEF LIEU;5 100 ;MONTGENEVRE
522;51;;LOT;LES JARDINS DU MORGON;5 160 ;SAVINES-LE-LAC
523;5141;;;LE BOIS D AUROUZE;5 250 ;LE DEVOLUY
524;5220;;;LA JOUE DU LOUP;5 250 ;LE DEVOLUY
525;5324;;;LES ESCOUNDUS;5 560 ;VARS
526;5139;;;CANARD;5 500 ;LAYE
527;5141;;;LE BOIS D AUROUZE;5 250 ;LE DEVOLUY
528;9190;3;ALL;ALBERT BOURGES;5 100 ;BRIANCON
529;5076;A;;LES UBACS;5 290 ;PUY SAINT VINCENT
530;5271;A;;CLOT PEOUILLOUX;5 290 ;PUY SAINT VINCENT
531;5162;G;;LE CHATEAU;5 200 ;PUY-SANIERES
532;5979;F;RUE;DE LA LIBERTE;5 200 ;EMBRUN
533;5170;;;PRE LONGIS;5 200 ;LES ORRES
534;5165;;;PRE DES LAGIERS;5 200 ;LES ORRES
535;25;;RUE;PASTEUR;5 100 ;BRIANCON
536;5240;;;LES CHALPS;5 600 ;RISOUL
537;5644;;;PELINCHE;5 600 ;RISOUL
538;6051;;;SERRE SERRET;5 250 ;LE DEVOLUY
539;1;;CRS;EMILE ZOLA;5 000 ;GAP
540;5338;;COR;DU CLOT CHENU;5 260 ;SAINT-MICHEL-DE-CHAILLOL
541;5337;;;LES QUEYRETS ET PEYRON;5 330 ;SAINT-CHAFFREY
542;63;;RUE;DE LA GUISANE;5 240 ;LA SALLE
543;5244;;;PRE LONGIS;5 200 ;LES ORRES
544;5725;;;LES ILES;5 240 ;LA SALLE
545;8;;RUE;ROSSINI;6 000 ;NICE
546;27;;RUE;LAMARTINE;6 000 ;NICE
547;20;B;RUE;MARCEAU;6 000 ;NICE
548;98;;BD;PAPE JEAN 23;6 300 ;NICE
549;;;RUE;LAMARTINE;6 000 ;NICE
550;31;;RUE;HEROLD;6 000 ;NICE
551;34;;RUE;DE LA BUFFA;6 000 ;NICE
552;17;;RUE;GOUNOD;6 000 ;NICE
553;10;;AV;CYRILLE BESSET;6 100 ;NICE
554;23;;RUE;ASSALIT;6 000 ;NICE
555;43;B;BD;STALINGRAD;6 300 ;NICE
556;29;;AV;VILLERMONT;6 000 ;NICE
557;140;;QUAI;DE LA BANQUIERE;6 730 ;SAINT-ANDRE DE LA ROCHE
558;52;;RUE;MAL VAUBAN;6 300 ;NICE
559;4;;AV;VALROSE;6 100 ;NICE
560;54;;AV;DE LA REPUBLIQUE;6 300 ;NICE
561;34;;BD;STALINGRAD;6 300 ;NICE
562;18;;RUE;FONCET;6 000 ;NICE
563;65;;AV;GEORGE  5;6 000 ;NICE
564;2;T;RUE;SPITALIERI;6 000 ;NICE
565;9;;RUE;DU MARECHAL JOFFRE;6 000 ;NICE
566;4;;RUE;MARALDI;6 300 ;NICE
567;4;;BD;CIMIEZ;6 000 ;NICE
568;9013;;;COL DE VILLEFRANCHE;6 300 ;NICE
569;5;;RUE;CHANOINE ALBIN;6 300 ;NICE
570;57;;BD;DU MONT BORON;6 300 ;NICE
571;84;;RUE;DU MARECHAL JOFFRE;6 000 ;NICE
572;40;;BD;STALINGRAD;6 300 ;NICE
573;26;;BD;AUGUSTE RAYNAUD;6 100 ;NICE
574;4;;RUE;BARLA;6 300 ;NICE
575;3;;MTE;DESAMBROIS;6 000 ;NICE
576;12;;RUE;CASSINI;6 300 ;NICE
577;25;;RUE;BENOIT BUNICO;6 300 ;NICE
578;3;;RUE;DE L OPERA;6 300 ;NICE
579;6;;RUE;BENOIT BUNICO;6 300 ;NICE
580;33;;RUE;ARSON;6 300 ;NICE
581;9;;RUE;VERDI;6 000 ;NICE
582;20;;RUE;CRONSTADT;6 000 ;NICE
583;152;;BD;DE CESSOLE;6 100 ;NICE
584;3;;RUE;MASCOINAT;6 300 ;NICE
585;8;;AV;LEON DELOYE;6 340 ;LA TRINITE
586;21;;RUE;VERNIER;6 000 ;NICE
587;1;;RUE;JOSEPH GAZAN;6 000 ;NICE
588;31;;RUE;GIOFFREDO;6 000 ;NICE
589;46;;RUE;AUGUSTE GAL;6 300 ;NICE
590;29;;AV;PAULIANI;6 000 ;NICE
591;5;;BD;GENERAL LOUIS DELFINO;6 300 ;NICE
592;12;;MTE;CLAIRE VIRENQUE;6 100 ;NICE
593;14;;RUE;MASSINGY;6 000 ;NICE
594;12;;RUE;EMMANUEL PHILIBERT;6 300 ;NICE
595;10;;RUE;VERDI;6 000 ;NICE
596;9;;RUE;GUBERNATIS;6 000 ;NICE
597;10;;CHE;DE L ARBRE;6 340 ;LA TRINITE
598;48;;COR;FRERE MARC;6 000 ;NICE
599;35;;BD;JOSEPH GARNIER;6 000 ;NICE
600;40;;BD;VICTOR HUGO;6 000 ;NICE
601;31;;RUE;DE LEPANTE;6 000 ;NICE
602;21;;RUE;DABRAY;6 000 ;NICE
603;16;;AV;DU CHATEAU;6 340 ;LA TRINITE
604;7;;RUE;ANTOINE SCOFFIER;6 340 ;LA TRINITE
605;99;;AV;HESPERIDES;6 300 ;NICE
606;1;;RLE;DES MOULINS;6 300 ;NICE
607;3;;RUE;BARBERIS;6 300 ;NICE
608;20;;RUE;ALBERT VOISIN;6 300 ;NICE
609;14;;RUE;TRACHEL;6 000 ;NICE
610;39;;RUE;GIOFFREDO;6 000 ;NICE
611;12;;RUE;MIRON;6 000 ;NICE
612;12;;RUE;ABBAYE;6 300 ;NICE
613;39;;BD;JOSEPH GARNIER;6 000 ;NICE
614;6;;RUE;SAINTE REPARATE;6 300 ;NICE
615;45;;RUE;SMOLETT;6 300 ;NICE
616;1;;BD;DE RIQUIER;6 300 ;NICE
617;98;;AV;VALROSE;6 100 ;NICE
618;20;;AV;VILLEBOIS MAREUIL;6 000 ;NICE
619;45;;RUE;ROSSINI;6 000 ;NICE
620;19;B;BD;FRANCK PILATTE;6 300 ;NICE
621;116;;BD;DE CESSOLE;6 100 ;NICE
622;14;;RUE;CASSINI;6 300 ;NICE
623;23;;CHE;FUON DAOU MAGISTRE;6 340 ;LA TRINITE
624;16;;AV;RAYMOND COMBOUL;6 000 ;NICE
625;7;;RUE;SAINT VINCENT;6 300 ;NICE
626;24;;AV;AUGUSTE BERCY;6 100 ;NICE
627;14;T;AV;BORRIGLIONE;6 100 ;NICE
628;5;;RUE;GUSTAVE DELOYE;6 000 ;NICE
629;11;B;BD;FRANCK PILATTE;6 300 ;NICE
630;39;;RUE;BONAPARTE;6 300 ;NICE
631;53;;BD;DU 8 MAI 1945;6 730 ;SAINT-ANDRE DE LA ROCHE
632;24;;RUE;DELILLE;6 000 ;NICE
633;27;;RUE;LAMARTINE;6 000 ;NICE
634;7;;BD;DU ROSTIT;6 340 ;LA TRINITE
635;29;;BD;FRANCOIS SUAREZ;6 340 ;LA TRINITE
636;18;;BD;DE RIQUIER;6 300 ;NICE
637;43;;AV;JEAN MEDECIN;6 000 ;NICE
638;44;;BD;GAMBETTA;6 000 ;NICE
639;32;;RUE;VERDI;6 000 ;NICE
640;7;;RUE;DU SOLEIL;6 100 ;NICE
641;19;;AV;D ANVERS;6 000 ;NICE
642;33;;AV;STEPHEN LIEGEARD;6 100 ;NICE
643;25;;AV;DESAMBROIS;6 000 ;NICE
644;8;;CHE;DES CRETES;6 300 ;NICE
645;10;;BD;DUBOUCHAGE;6 000 ;NICE
646;17;;RUE;PENCHIENATTI;6 000 ;NICE
647;5;;RUE;DES BOERS;6 100 ;NICE
648;132;;AV;DE BRANCOLAR;6 100 ;NICE
649;37;;AV;G CLEMENCEAU;6 000 ;NICE
650;190;;RTE;DE TURIN;6 300 ;NICE
651;14;;RUE;DES PONCHETTES;6 300 ;NICE
652;23;;AV;GIACOBI;6 300 ;NICE
653;2;;RUE;PARMENTIER;6 100 ;NICE
654;63;;RUE;ROSSINI;6 000 ;NICE
655;16;;PL;GARIBALDI;6 300 ;NICE
656;8;;AV;SAINT JEAN BAPTISTE;6 000 ;NICE
657;10;;RUE;LAURENT GIAUME;6 300 ;NICE
658;32;;RUE;L HOTEL POSTES;6 000 ;NICE
659;39;;RUE;DU MARECHAL JOFFRE;6 000 ;NICE
660;15;;RUE;ASSALIT;6 000 ;NICE
661;8;;RUE;SORGENTINO;6 300 ;NICE
662;11;;PL;PASTEUR;6 340 ;LA TRINITE
663;15;;RUE;DE LA PREFECTURE;6 300 ;NICE
664;15;;RUE;DE LA PREFECTURE;6 300 ;NICE
665;3;;RUE;DU CONGRES;6 000 ;NICE
666;41;;RUE;CLEMENT ROASSAL;6 000 ;NICE
667;2;;RUE;DE LA POISSONNERIE;6 300 ;NICE
668;5;T;AV;MIRABEAU;6 000 ;NICE
669;22;;BD;DUBOUCHAGE;6 000 ;NICE
670;2;;RUE;EMMA ET PHILIPPE TIRANTY;6 000 ;NICE
671;50;;RUE;ARSON;6 300 ;NICE
672;13;;RUE;MARALDI;6 300 ;NICE
673;240;;CHE;DU FALICONET;6 950 ;FALICON
674;15;;RUE;RIBOTTI;6 300 ;NICE
675;17;;RUE;DE RUSSIE;6 000 ;NICE
676;20;;RUE;ALBERT VOISIN;6 300 ;NICE
677;20;;BD;ARMEE DES ALPES;6 300 ;NICE
678;45;;BD;STALINGRAD;6 300 ;NICE
679;25;;RUE;DE ROQUEBILLIERE;6 300 ;NICE
680;38;;RUE;VERDI;6 000 ;NICE
681;6;;AV;RENE BOYLESVE;6 100 ;NICE
682;9;B;RUE;EMMANUEL PHILIBERT;6 300 ;NICE
683;42;;RUE;BONAPARTE;6 300 ;NICE
684;9;;AV;MARECHAL LYAUTEY;6 000 ;NICE
685;25;;RUE;TRACHEL;6 000 ;NICE
686;3;;AV;URBAIN BOSIO;6 300 ;NICE
687;1;;RUE;DE ORESTIS;6 300 ;NICE
688;54;;RUE;AUGUSTE GAL PROLONGEE;6 300 ;NICE
689;30;;BD;GORBELLA;6 100 ;NICE
690;1;;RUE;MACCARANI;6 000 ;NICE
691;19;;BD;FRANCOIS SUAREZ;6 340 ;LA TRINITE
692;49;;BD;GENERAL LOUIS DELFINO;6 300 ;NICE
693;8;;RUE;GUIGLIA;6 000 ;NICE
694;2;;RUE;FONTAINE DE LA VILLE;6 300 ;NICE
695;15;;RUE;DE BELGIQUE;6 000 ;NICE
696;30;;BD;GENERAL LOUIS DELFINO;6 300 ;NICE
697;18;;RUE;BERLIOZ;6 000 ;NICE
698;28;;RUE;GEORGES VILLE;6 300 ;NICE
699;22;T;BD;DUBOUCHAGE;6 000 ;NICE
700;167;;AV;MARECHAL LYAUTEY;6 000 ;NICE
701;1;;RUE;VICTOR JUGE;6 000 ;NICE
702;10;;RUE;BERLIOZ;6 000 ;NICE
703;109;;QUAI;DE LA BANQUIERE;6 730 ;SAINT-ANDRE DE LA ROCHE
704;36;;RTE;DE TURIN;6 300 ;NICE
705;29;;BD;FRANCOIS SUAREZ;6 340 ;LA TRINITE
706;18;;AV;GRAVIER;6 100 ;NICE
707;30;;RUE;GUIGLIA;6 000 ;NICE
708;12;;PL;GUYNEMER;6 300 ;NICE
709;6;;RUE;LAMARTINE;6 000 ;NICE
710;13;;AV;CARAVADOSSI;6 000 ;NICE
711;4;;RUE;RUSCA;6 300 ;NICE
712;1;;PARC;LISERB;6 000 ;NICE
713;8;;BD;DE RIQUIER;6 300 ;NICE
714;14;;RUE;MARCEAU;6 000 ;NICE
715;3;;RUE;FODERE;6 300 ;NICE
716;9002;;ILOT;GUIGONIS ST FRANCOIS;6 300 ;NICE
717;11;;RUE;TRACHEL;6 000 ;NICE
718;9;;RUE;DIDEROT;6 000 ;NICE
719;3;;RUE;FODERE;6 300 ;NICE
720;71;;BD;CIMIEZ;6 000 ;NICE
721;7;;CHE;DES CRETES;6 300 ;NICE
722;21;;BD;FRANCK PILATTE;6 300 ;NICE
723;19;;BD;RAIMBALDI;6 000 ;NICE
724;54;;BD;GENERAL LOUIS DELFINO;6 300 ;NICE
725;3;;RUE;JULES GILLY;6 300 ;NICE
726;5221;;;IBAC SUPERIEUR;6 950 ;FALICON
727;22;;RUE;L HOTEL POSTES;6 000 ;NICE
728;7;;RUE;VILLENEUVE;6 000 ;NICE
729;2;;RUE;BARRALIS;6 000 ;NICE
730;11;;HLM;RUE CH BAUDELAIRE;6 100 ;NICE
731;10;;AV;MARECHAL FOCH;6 000 ;NICE
732;1;;RUE;GASTON ARNULF;6 340 ;LA TRINITE
733;21;;RUE;EMMANUEL PHILIBERT;6 300 ;NICE
734;21;;AV;DE LA REPUBLIQUE;6 300 ;NICE
735;6;;RUE;FRANCOIS CARLO;6 000 ;NICE
736;54;;RUE;DE FRANCE;6 000 ;NICE
737;78;;BD;GENERAL LOUIS DELFINO;6 300 ;NICE
738;10;;AV;DURANTE;6 000 ;NICE
739;1;;AV;CHATEAUBRIAND;6 100 ;NICE
740;6;;RUE;ABBE SALVETTI;6 300 ;NICE
741;39;;RUE;GIOFFREDO;6 000 ;NICE
742;15;;BD;STALINGRAD;6 340 ;LA TRINITE
743;3;;RUE;COLONNA D ISTRIA;6 300 ;NICE
744;136;;BD;GAMBETTA;6 000 ;NICE
745;7;;RUE;BERLIOZ;6 000 ;NICE
746;7;;AV;ANTONIA AUGUSTA;6 000 ;NICE
747;3;;RUE;MARTIN SEYTOUR;6 300 ;NICE
748;99;;AV;HESPERIDES;6 300 ;NICE
749;16;;AV;NOTRE DAME;6 000 ;NICE
750;4;;QUAI;PAPACINO;6 300 ;NICE
751;37;;RUE;PASTORELLI;6 000 ;NICE
752;99;;AV;HESPERIDES;6 300 ;NICE
753;32;;BD;DUBOUCHAGE;6 000 ;NICE
754;93;;AV;DE RIMIEZ;6 100 ;NICE
755;9;;VOIE;ROMAINE;6 000 ;NICE
756;22;;BD;DUBOUCHAGE;6 000 ;NICE
757;10;;AV;CAGNOLI;6 100 ;NICE
758;4;;AV;MARECHAL FOCH;6 000 ;NICE
759;10;;RUE;DU CONGRES;6 000 ;NICE
760;24;;IMP;LAURENTI;6 100 ;NICE
761;21;;AV;RENE BOYLESVE;6 100 ;NICE
762;1;;AV;SAINTE CLAIRE;6 100 ;NICE
763;74;;AV;DE BRANCOLAR;6 100 ;NICE
764;5;;CHE;DE L ARBRE;6 340 ;LA TRINITE
765;39;;PROM;DES ANGLAIS;6 000 ;NICE
766;55;;RUE;DE LA BUFFA;6 000 ;NICE
767;46;;RUE;GIOFFREDO;6 000 ;NICE
768;19;;RUE;CHABRIER;6 300 ;NICE
769;2;;RUE;DES BARBETS;6 300 ;NICE
770;6;;IMP;FERNAND LEGER;6 340 ;LA TRINITE
771;3;;AV;GALLIN;6 100 ;NICE
772;65;;BD;DE LA MADELEINE;6 000 ;NICE
773;127;;PROM;DES ANGLAIS;6 200 ;NICE
774;4;;AV;CYRNOS;6 100 ;NICE
775;179;;AV;CORNICHE FLEURIE;6 200 ;NICE
776;27;;RUE;CROS DE CAPEU;6 100 ;NICE
777;8;;AV;GLORIA;6 200 ;NICE
778;116;;AV;CYRILLE BESSET;6 100 ;NICE
779;266;B;AV;SAINTE MARGUERITE;6 200 ;NICE
780;29;;AV;DES BAUMETTES;6 000 ;NICE
781;12;;RUE;LOUIS BLERIOT;6 200 ;NICE
782;30;;RUE;CHATEAUNEUF;6 000 ;NICE
783;5;;RUE;CAFFARELLI;6 000 ;NICE
784;77;;AV;SAINT AUGUSTIN;6 200 ;NICE
785;137;;AV;DE LA LANTERNE;6 200 ;NICE
786;65;;BD;GAMBETTA;6 000 ;NICE
787;222;;AV;DE PESSICART;6 100 ;NICE
788;175;;BD;DE LA MADELEINE;6 000 ;NICE
789;39;;AV;DE LA CALIFORNIE;6 200 ;NICE
790;60;;VALL;BARLA;6 200 ;NICE
791;3;;BD;DE LA MADELEINE;6 000 ;NICE
792;211;B;PROM;DES ANGLAIS;6 200 ;NICE
793;109;;BD;DE CESSOLE;6 100 ;NICE
794;20;B;AV;MONT RABEAU;6 200 ;NICE
795;352;;AV;DE FABRON;6 200 ;NICE
796;31;;RUE;BOTTERO;6 000 ;NICE
797;35;;BD;CARLONE;6 200 ;NICE
798;25;;AV;FREMONT;6 200 ;NICE
799;28;;RUE;BOTTERO;6 000 ;NICE
800;22;;BD;MANTEGA RIGHI;6 100 ;NICE
801;67;;AV;SIMONE VEIL;6 200 ;NICE
802;17;;AV;FLEURS;6 000 ;NICE
803;40;;CHE;DES SABLIERES;6 100 ;NICE
804;85;;BD;DE LA MADELEINE;6 000 ;NICE
805;23;;RUE;CAFFARELLI;6 000 ;NICE
806;13;;AV;CORNICHE FLEURIE;6 200 ;NICE
807;4;;RUE;JOSEPH FRICERO;6 000 ;NICE
808;149;;BD;GAMBETTA;6 000 ;NICE
809;104;;BD;EDOUARD HERRIOT;6 200 ;NICE
810;70;;AV;DE LA BORNALA;6 200 ;NICE
811;230;B;AV;DE FABRON;6 200 ;NICE
812;341;;CHE;DE LA GINESTIERE;6 200 ;NICE
813;3;;RUE;LOUIS BLERIOT;6 200 ;NICE
814;81;B;BD;GAMBETTA;6 000 ;NICE
815;18;;AV;GAY;6 000 ;NICE
816;15;B;RUE;CHATEAUNEUF;6 000 ;NICE
817;24;;RUE;DES POTIERS;6 000 ;NICE
818;79;;BD;MANTEGA RIGHI;6 100 ;NICE
819;5;;RUE;CROS DE CAPEU;6 100 ;NICE
820;54;;AV;DE LA BORNALA;6 200 ;NICE
821;96;;AV;CORNICHE FLEURIE;6 200 ;NICE
822;59;;RTE;DE BELLET;6 200 ;NICE
823;164;;BD;DE LA MADELEINE;6 000 ;NICE
824;107;;BD;FRANCOIS GROSSO;6 000 ;NICE
825;384;;AV;DE FABRON;6 200 ;NICE
826;22;T;BD;DU TZAREWITCH;6 000 ;NICE
827;4;;RUE;SAINT PHILIPPE;6 000 ;NICE
828;128;;BD;DE LA MADELEINE;6 000 ;NICE
829;93;;PROM;DES ANGLAIS;6 000 ;NICE
830;128;;AV;DE LA LANTERNE;6 200 ;NICE
831;48;A;RTE;DE GRENOBLE;6 200 ;NICE
832;12;;AV;GAY;6 000 ;NICE
833;96;;AV;CORNICHE FLEURIE;6 200 ;NICE
834;93;;PROM;DES ANGLAIS;6 000 ;NICE
835;21;;RUE;MARIE BASHKIRTSEFF;6 200 ;NICE
836;245;;RTE;DE BELLET;6 200 ;NICE
837;21;;AV;DE FABRON;6 200 ;NICE
838;61;;AV;SAINTE MARGUERITE;6 200 ;NICE
839;20;;AV;CHATEAU DE LA TOUR;6 000 ;NICE
840;73;;CHE;DE TERRON;6 200 ;NICE
841;259;;AV;DE PESSICART;6 100 ;NICE
842;121;B;BD;NAPOLEON III;6 200 ;NICE
843;13;;RUE;DU ROCHER;6 000 ;NICE
844;22;;RUE;BOTTERO;6 000 ;NICE
845;280;B;AV;DE LA CALIFORNIE;6 200 ;NICE
846;61;;AV;CORNICHE FLEURIE;6 200 ;NICE
847;146;;BD;NAPOLEON III;6 200 ;NICE
848;79;;AV;SAINT AUGUSTIN;6 200 ;NICE
849;210;;AV;DE FABRON;6 200 ;NICE
850;52;;AV;DE LA CALIFORNIE;6 200 ;NICE
851;75;;AV;RAOUL DUFY;6 200 ;NICE
852;12;;AV;LOUIS COCHOIS;6 000 ;NICE
853;380;;AV;DE FABRON;6 200 ;NICE
854;4;;RUE;SAINT PHILIPPE;6 000 ;NICE
855;21;;RUE;GEORGES DOUBLET;6 100 ;NICE
856;13;;AV;DU PETIT FABRON;6 200 ;NICE
857;396;;AV;DE PESSICART;6 100 ;NICE
858;51;;AV;CORNICHE FLEURIE;6 200 ;NICE
859;156;A;COR;DES OLIVIERS;6 000 ;NICE
860;186;;AV;DE FABRON;6 200 ;NICE
861;32;;CHE;JEAN BAGNIS;6 200 ;NICE
862;25;;AV;JOSEPH GIORDAN;6 200 ;NICE
863;7;;RUE;HENRY DE CESSOLE;6 100 ;NICE
864;136;;AV;CYRILLE BESSET;6 100 ;NICE
865;230;;AV;DE LA CALIFORNIE;6 200 ;NICE
866;67;;AV;ESTIENNE D ORVES;6 000 ;NICE
867;27;;AV;SAINTE MARGUERITE;6 200 ;NICE
